Title,Getting Information,"Monitoring Processes, Materials, or Surroundings","Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials","Estimating the Quantifiable Characteristics of Products, Events, or Information","Judging the Qualities of Objects, Services, or People",Processing Information,Evaluating Information to Determine Compliance with Standards,Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies,Scheduling Work and Activities,"Organizing, Planning, and Prioritizing Work",Performing General Physical Activities,Handling and Moving Objects,Controlling Machines and Processes,"Operating Vehicles, Mechanized Devices, or Equipment",Working with Computers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Repairing and Maintaining Mechanical Equipment,Repairing and Maintaining Electronic Equipment,Documenting/Recording Information,Interpreting the Meaning of Information for Others,"Communicating with Supervisors, Peers, or Subordinates",Communicating with People Outside the Organization,Establishing and Maintaining Interpersonal Relationships,Assisting and Caring for Others,Selling or Influencing Others,Resolving Conflicts and Negotiating with Others,Performing for or Working Directly with the Public,Coordinating the Work and Activities of Others,Developing and Building Teams,Training and Teaching Others,"Guiding, Directing, and Motivating Subordinates",Coaching and Developing Others,Providing Consultation and Advice to Others,Performing Administrative Activities,Staffing Organizational Units,Monitoring and Controlling Resources
Automotive Engineering Technicians,14.503599999999999,17.085599999999996,11.914000000000001,13.9392,8.67,9.767999999999999,16.194200000000002,13.0152,14.4018,16.9276,13.8336,20.033500000000004,7.3158,12.110999999999999,15.628800000000002,12.589500000000001,18.049200000000003,15.7883,13.48,18.592000000000002,11.2288,16.588399999999996,17.9945,17.977199999999996,10.6929,17.596000000000004,8.7616,13.876499999999998,3.8295,3.6312,8.25,3.3908,10.5968,10.1824,11.9298,8.1454,9.6396,9.288,7.6172,4.3044,7.951299999999999
Non-Destructive Testing Specialists,20.972799999999996,23.195200000000003,19.521,29.3538,17.3995,20.0,21.445199999999996,25.996499999999997,21.530700000000003,22.175200000000004,15.924999999999999,21.527500000000003,15.030399999999998,15.218100000000002,16.543400000000002,15.2779,17.05,21.9225,10.9512,16.352999999999998,14.283,10.708800000000002,11.224,21.285000000000004,15.1011,19.552500000000002,18.2578,17.95,7.9443,7.05,14.126400000000002,7.9945,13.744799999999998,13.272,18.953999999999997,13.3743,18.1232,15.924999999999999,12.1204,8.9271,11.73
Photonics Technicians,13.464,18.441599999999998,11.5536,15.655999999999999,9.1168,10.496,16.588399999999996,13.838400000000002,13.6731,17.345200000000002,13.68,16.5396,7.6964,8.040000000000001,12.1056,5.952,13.228800000000001,17.7072,3.6464000000000003,16.632,12.2608,14.28,12.16,15.8368,9.859200000000001,16.264,7.7184,12.3552,4.16,2.8800000000000003,7.3408,0.8976000000000001,6.9552,8.52,12.0848,6.854400000000001,9.5744,8.5952,6.048,2.9440000000000004,9.0528
Surveying and Mapping Technicians,14.986799999999999,7.3959,12.144,5.0652,7.6895999999999995,7.289600000000001,16.740000000000002,12.5664,15.964400000000001,13.719800000000001,9.480500000000001,16.1772,6.759099999999999,9.4556,14.7232,8.6976,7.0366,7.8925,4.425,16.8516,11.5188,3.8177999999999996,5.372400000000001,17.472,9.7848,15.690599999999998,10.0716,11.1592,2.9335999999999998,2.2225,5.4978,3.7128,8.7278,5.1912,8.6724,6.1256,6.3755999999999995,7.4995,6.969499999999999,1.863,4.1552
Animal Scientists,26.1813,20.4102,21.2504,9.674399999999999,16.1695,17.205000000000002,25.708499999999997,15.992299999999998,27.118,26.4028,23.786400000000004,24.6228,19.3545,16.663500000000003,21.0749,8.3657,6.7298,7.6632,7.7006,18.9056,2.8658,3.026,3.0855,17.72,22.790999999999997,22.08,21.8815,21.654400000000003,8.343,15.2835,13.7172,9.2214,14.618999999999998,15.91,20.818099999999998,14.1659,16.6067,23.313,9.153,7.7031,12.3948
Food Scientists and Technologists,21.349999999999998,20.906999999999996,21.0888,14.174999999999999,13.2848,13.331999999999999,18.7488,16.1348,22.7164,23.054999999999996,20.3562,23.6742,15.613999999999999,14.5747,19.9926,8.2998,10.0725,11.692,3.2351,15.44,6.5149,4.7,5.0055,21.113,17.189999999999998,22.1269,18.3742,18.8365,5.0995,4.18,9.5354,4.1819999999999995,12.2383,13.4816,15.824,12.92,13.170399999999999,14.441799999999999,8.9804,7.8616,12.68
Soil and Plant Scientists,19.614,17.559199999999997,19.8,11.377,18.249000000000002,15.1424,23.2947,16.95,24.102400000000003,23.2947,22.355999999999998,23.9016,18.3736,18.5166,21.92,12.09,10.28,8.7296,7.86,18.711,4.7764999999999995,7.7872,5.644800000000001,19.53,20.452499999999997,22.332700000000003,19.889999999999997,16.3268,8.122,8.6664,11.154,12.76,14.5002,12.1824,17.8362,15.815099999999997,14.7519,17.983,10.904,8.9436,13.156600000000001
Biochemists and Biophysicists,28.905,25.447499999999998,28.665,20.8,24.08,20.3425,30.315,15.532,32.175000000000004,29.14,30.162499999999998,30.732499999999998,22.982400000000002,16.33,21.729999999999997,5.64,9.35,14.904000000000002,3.7624999999999997,21.949,13.020000000000001,8.5425,14.9454,25.8875,25.650000000000002,23.7075,17.1765,16.740000000000002,7.279999999999999,8.4108,9.54,4.29,13.365999999999998,12.782,21.995,18.6725,19.125,16.9175,12.8375,9.6725,14.608
Microbiologists,22.85,20.0,24.123,12.529000000000002,12.045,12.2383,24.5775,17.4924,21.6834,19.5762,16.4952,25.894400000000005,13.068,15.452799999999998,20.723,4.9951,11.8864,10.787,1.7568,14.749,2.7816,5.643,4.9041999999999994,21.018,19.3905,20.0028,14.969899999999999,16.6848,3.9323999999999995,3.1556,8.1396,2.074,10.059500000000002,8.0898,19.4438,14.1659,15.312,13.170399999999999,9.7888,8.8775,12.078
Zoologists and Wildlife Biologists,20.633,17.004,19.353399999999997,9.3021,13.558200000000001,12.9058,19.870200000000004,16.285500000000003,18.4536,22.5246,18.236,19.5372,18.5334,18.1335,22.4814,11.5236,10.049199999999999,7.371200000000001,12.92,16.331500000000002,3.915,5.684,2.3166,13.625799999999998,14.287999999999998,21.8124,21.854000000000003,22.723200000000002,7.360199999999999,6.916499999999999,16.005599999999998,18.828400000000002,15.4261,14.8876,12.1824,11.844,11.758099999999999,18.2748,12.3165,7.992,11.582999999999998
Bioinformatics Scientists,24.42,17.005,24.909000000000002,8.2812,13.1274,15.041500000000001,27.633,6.4695,26.998199999999997,25.171199999999995,29.986,27.793100000000003,16.318399999999997,15.400700000000002,21.951999999999998,1.8796,3.4484999999999997,3.3670000000000004,0.39590000000000003,26.769899999999996,6.2322,2.175,4.442099999999999,16.017599999999998,24.218200000000003,19.3333,21.1328,16.8086,4.6008000000000004,7.365600000000001,9.3573,3.4973999999999994,14.7147,11.1734,15.5109,13.176,12.6957,12.593399999999999,8.4,6.622199999999999,13.690400000000002
Molecular and Cellular Biologists,24.93,17.904,25.3076,13.321,14.88,14.32,26.1048,13.6,24.001199999999997,21.227999999999998,23.9974,25.872,16.5816,15.343599999999999,21.338400000000004,5.7596,8.1744,9.324,1.4024999999999999,15.260000000000002,3.7648,5.2632,4.9504,21.645,18.392,21.008399999999998,16.981199999999998,16.717,7.0434,4.4096,10.0274,4.16,9.6792,11.0526,20.188000000000002,14.359000000000002,17.363,12.76,10.64,8.8556,12.4355
Geneticists,29.567999999999998,15.187199999999997,22.3344,7.2703999999999995,13.9392,9.3568,26.6968,11.28,26.812799999999996,23.976000000000003,22.9072,26.939199999999996,18.032,12.672,22.6304,2.0831999999999997,8.432,7.872,0.9248000000000002,15.4176,2.5584,3.1584,4.324800000000001,23.6328,21.6,20.2704,19.552,15.806400000000002,8.576,4.32,9.6096,5.8752,12.672,12.5216,22.032000000000004,16.192000000000004,16.2864,13.86,10.892800000000001,8.2656,13.777600000000001
Biologists,25.784000000000002,23.65,22.207500000000003,13.5456,18.331199999999995,16.5354,26.196000000000005,18.24,25.99,23.1966,22.588299999999997,27.1635,19.2836,20.8745,22.737,14.9037,12.013200000000001,8.1012,7.544599999999999,17.081999999999997,10.519,3.3286000000000002,5.313,22.0614,20.903499999999998,21.0217,21.8406,20.1372,4.86,9.7104,13.208599999999999,13.9476,15.734399999999999,11.9496,18.788700000000002,14.9319,16.927300000000002,20.646,10.8819,7.4464999999999995,9.540000000000001
Conservation Scientists,20.0236,17.577,15.760099999999998,9.39,12.702,13.72,20.88,19.765800000000002,23.085,20.1894,14.2332,18.988,12.042800000000002,16.904799999999998,20.3616,17.1136,12.39,7.843999999999999,9.899999999999999,17.0998,7.0225,3.026,3.5496,16.767,15.4732,18.848399999999998,17.8687,20.0583,8.8755,9.1086,11.8378,15.6555,15.815099999999997,10.4855,14.0592,12.639,13.629,15.4164,12.639,8.2754,11.4912
Range Managers,18.0868,21.4071,16.5024,14.0589,13.1364,10.4832,18.981,20.32,19.3228,22.8145,18.305999999999997,22.066799999999997,21.2266,15.289200000000003,20.099999999999998,20.397000000000002,17.548,8.8193,13.36,10.0541,6.194399999999999,9.7572,2.66,14.2763,12.5307,22.586,20.0651,24.416,7.0866,6.9052,19.5624,18.3084,16.5699,12.041400000000001,10.9824,13.363000000000001,11.831399999999999,10.248,13.9392,6.5016,12.173
Park Naturalists,17.845000000000002,11.2926,16.0545,7.325,7.598999999999999,10.9224,14.7167,9.724400000000001,11.3564,18.3762,21.8665,17.505200000000002,11.1878,17.711000000000002,20.2608,11.254499999999998,10.4064,4.9862,8.9644,16.236,3.383,5.2245,3.006,15.4822,21.310999999999996,24.262400000000003,26.665499999999998,24.664499999999997,9.835600000000001,10.633000000000001,16.016,28.518000000000004,18.322200000000002,16.0379,19.2576,15.689699999999998,17.112000000000002,14.662599999999998,13.241499999999998,11.7124,16.8516
Foresters,16.9276,20.9032,17.3048,16.6448,13.356,16.318399999999997,17.663999999999998,19.331100000000003,15.5232,23.3408,12.628,16.089000000000002,14.274000000000001,19.5225,20.9898,18.133699999999997,13.508000000000001,11.2582,14.324200000000001,15.444500000000001,9.0843,7.350199999999999,3.8796000000000004,20.3077,15.361500000000001,21.233200000000004,21.396199999999997,21.321,7.4104,7.92,15.277199999999999,15.921600000000002,17.0544,12.423599999999999,10.7616,9.2367,10.8336,14.4628,18.947100000000002,7.899499999999999,14.8212
Epidemiologists,25.7304,13.887599999999999,21.193199999999997,3.588,16.1076,8.01,28.2586,13.1752,33.066,26.761400000000002,22.276200000000003,27.4065,17.6526,16.205,22.72,0.9842000000000001,0.6996000000000001,1.1508,0.6204,20.0146,0.8976000000000001,0.2331,0.4477,19.6869,27.709,23.283200000000004,24.8846,22.32,5.8564,8.3108,10.091399999999998,12.88,15.9132,17.7384,19.731599999999997,14.0526,16.204900000000002,18.804800000000004,10.6722,8.8976,12.083400000000001
"Medical Scientists, Except Epidemiologists",22.929899999999996,16.0718,20.1872,13.5938,18.3365,8.8755,24.319399999999998,9.482800000000001,24.964199999999998,22.4076,27.6048,28.121199999999998,13.439700000000002,14.833799999999998,22.017,5.2,3.115,4.8837,5.0760000000000005,17.2125,2.3400000000000003,3.6422999999999996,4.151400000000001,19.169700000000002,15.500099999999998,25.4343,6.159599999999999,20.2078,7.022400000000001,2.7745,3.7944000000000004,1.5776000000000001,10.1964,12.040799999999999,14.484,10.024,14.429300000000001,11.0223,7.5,3.7026000000000003,5.5029
Astronomers,29.6571,11.583,22.117800000000003,7.567400000000001,23.4253,11.139,28.035000000000004,6.5793,32.275099999999995,26.8974,29.165499999999998,27.9015,16.4565,13.313600000000001,18.7096,0.615,1.9351999999999998,6.845200000000001,1.0824,26.705000000000002,8.5579,3.5752,9.6135,21.172,23.9355,21.369500000000002,22.92,14.6354,2.6550000000000002,7.5048,6.932400000000001,10.08,12.6381,14.2443,22.884300000000003,11.650999999999998,18.2,11.5479,7.6405,7.3542,9.6607
Physicists,25.413300000000003,17.303600000000003,25.0107,9.184,19.4056,17.849999999999998,26.208299999999998,14.453599999999998,28.044900000000002,25.519199999999998,25.668,25.6494,17.6894,14.368000000000002,19.3662,2.4402,4.8576,5.359,1.02,23.946800000000003,8.2737,2.1488,4.3425,22.410000000000004,22.377599999999997,20.736,19.2,16.1838,5.164599999999999,6.804,6.774399999999999,5.0752,11.6816,9.1553,16.7165,9.0922,12.143699999999999,16.7,7.0599,3.096,9.734399999999999
Atmospheric and Space Scientists,25.299999999999997,16.560000000000002,20.25,5.2875000000000005,15.620000000000001,10.649999999999999,25.365000000000002,8.844999999999999,23.9039,22.6632,18.15,25.657799999999998,9.5875,13.440000000000001,16.215,2.0625,2.37,2.4939,1.8907999999999998,21.9252,2.16,1.1475,2.61,13.26,23.49,20.09,22.23,18.9375,3.9974999999999996,4.9350000000000005,11.889999999999999,13.86,14.405,12.420000000000002,13.778,11.004999999999999,12.245000000000001,14.2375,7.5525,7.25,6.11
Chemists,18.45,16.575,18.604799999999997,14.694,12.816,13.351,18.8568,16.7875,19.9444,19.4275,14.762799999999999,22.5028,9.4695,14.706900000000001,19.429199999999998,9.4224,11.475,13.235599999999998,3.4272,15.050799999999999,7.2165,9.261000000000001,5.6168,21.7305,16.017599999999998,19.1981,7.456200000000001,12.474,6.4758,8.7185,12.0246,1.368,13.344000000000001,12.73,15.719100000000001,10.324599999999998,11.911599999999998,10.2,7.1,6.9025,11.847299999999999
Materials Scientists,27.119999999999997,27.6006,24.3439,20.0,18.566599999999998,16.671899999999997,26.137,14.08,29.093000000000004,24.953600000000005,27.200199999999995,25.842000000000002,16.954700000000003,15.769600000000002,19.11,3.8,4.845,10.353,2.6048,18.645500000000002,9.7625,6.669999999999999,7.5225,22.44,20.540000000000003,20.1204,14.665000000000001,15.4164,4.900600000000001,6.4764,6.4308,1.1583,12.995500000000002,12.0743,14.572799999999999,12.7635,11.377,17.0502,5.9998000000000005,6.8283000000000005,9.0396
"Environmental Scientists and Specialists, Including Health",25.1256,20.6336,23.229,12.732800000000001,13.6731,10.044,22.654799999999998,24.9168,24.6519,20.8314,11.808200000000001,21.889,9.245999999999999,16.4255,20.1695,9.0513,4.018,2.3800000000000003,4.4286,18.5198,4.535299999999999,2.1248,2.535,18.5136,17.825300000000002,23.7282,24.7401,21.4936,3.1042,7.068499999999999,14.318399999999999,11.0176,11.1328,10.3122,11.4608,11.650999999999998,12.7795,17.212799999999998,8.9001,4.2824,5.1051
Climate Change Policy Analysts,27.823800000000002,8.5449,16.497999999999998,1.0952,12.5532,10.102400000000001,21.2504,12.549599999999998,25.769299999999998,23.015299999999996,16.9725,24.968999999999998,19.741400000000002,13.502,20.9817,0.8235,0.8775000000000001,0.9928,0.6048,14.8544,0.7686,0.4758,0.741,11.2056,20.5758,21.95,25.1856,21.2504,2.6741,10.952,10.5559,7.824600000000001,12.2,10.6195,10.0395,10.4192,9.706900000000001,14.749,6.5329999999999995,6.5095,6.439000000000001
Environmental Restoration Planners,23.978499999999997,20.906999999999996,19.232100000000003,9.8262,13.713799999999999,14.475200000000001,20.5352,19.064500000000002,22.0813,23.5985,18.954,23.698499999999996,19.8,19.3945,23.231199999999998,12.2055,5.977399999999999,3.1248,6.1512,15.174500000000002,6.2419,2.1624000000000003,2.2836000000000003,16.56,19.8774,21.7513,23.532,21.014000000000003,4.7443,8.8179,17.501,14.212800000000001,20.979,15.8625,13.08,12.9195,11.9948,17.189999999999998,12.7206,11.9255,14.2538
Industrial Ecologists,27.166000000000004,13.3334,12.4858,4.991,22.315499999999997,12.6381,25.1986,13.254900000000001,28.086000000000002,18.213800000000003,20.8593,22.3008,15.903699999999999,9.8914,15.492300000000002,1.4592,1.39,2.0286,1.0286,20.9755,3.3286000000000002,0.999,1.3468,17.809500000000003,19.8774,17.849999999999998,18.8705,12.66,1.6328,8.4005,8.2377,7.5392,9.8914,10.9744,13.846,9.7818,9.911,19.345,7.6608,4.5288,10.001000000000001
"Geoscientists, Except Hydrologists and Geographers",26.0764,17.5275,23.3892,6.3404,14.610899999999999,12.92,24.408000000000005,14.0675,27.7992,21.452800000000003,23.12,25.0418,16.471,14.5188,22.0441,9.3093,8.570900000000002,6.0522,5.7672,18.204,6.4829,4.68,4.0582,18.7798,20.794800000000002,22.828,20.64,18.042,3.6133999999999995,7.0812,9.9755,11.075999999999999,14.7576,11.324499999999999,20.0208,13.479199999999999,13.854999999999999,17.4346,10.195599999999999,7.615600000000001,10.2312
Hydrologists,25.752,20.56,22.613799999999998,9.4457,17.0752,12.792599999999998,23.9514,14.176399999999997,28.92,24.2525,20.658500000000004,22.77,16.560000000000002,14.5152,21.1455,8.7975,8.4671,5.457,4.837999999999999,20.648,5.243,5.227499999999999,7.5369,20.5814,23.198999999999998,20.92,19.493,17.447400000000002,3.5526,7.5225,9.4457,9.862400000000001,15.287999999999998,12.7585,14.4207,14.867600000000001,14.059499999999998,15.75,6.635199999999999,8.3385,10.5248
Remote Sensing Scientists and Technologists,23.0582,15.707600000000001,18.441599999999998,7.9235999999999995,19.36,14.008,26.564,16.916800000000002,25.535999999999998,23.9016,21.588800000000003,22.6304,17.112,16.598399999999998,21.216,3.9168,3.0976,7.167999999999999,3.5904000000000003,23.424,7.0272,2.3088,7.4176,20.8816,21.913600000000002,21.1836,17.2608,15.9104,2.1504,5.1968000000000005,8.064,6.0016,12.928,12.8064,16.2432,13.300799999999999,12.3872,15.321600000000002,10.56,7.4752,10.1616
Economists,27.844400000000004,7.83,20.0384,1.6328,17.0352,16.980700000000002,28.674200000000003,7.857000000000001,30.7354,23.620499999999996,23.393700000000003,23.7062,13.068,10.1031,15.366400000000002,0.2938,0.5616,0.427,0.13520000000000001,22.227000000000004,0.2486,0.041600000000000005,0.6344,13.1698,21.527500000000003,19.9019,17.2704,15.287999999999998,1.2284,7.0184,5.810199999999999,5.4918,8.613,7.386299999999999,20.299,7.6685,12.1638,14.13,5.9514000000000005,6.5785,6.2826
Environmental Economists,29.61,5.6720999999999995,20.674500000000002,0.4255,17.946299999999997,16.2998,26.950800000000005,8.05,32.882999999999996,21.977600000000002,20.6559,24.4524,13.570500000000001,6.868500000000001,16.0173,0.357,0.24420000000000003,0.6642,0.0728,21.6221,0.0728,0.0,0.23540000000000003,13.2,22.793600000000005,20.0941,18.65,11.72,1.5159,3.4933,3.9122999999999997,5.568499999999999,5.83,5.5842,20.905599999999996,7.23,9.7989,15.3012,5.805,2.6569,4.9392
Survey Researchers,23.4188,12.8102,15.5298,3.34,14.3352,9.849599999999999,26.6919,12.7125,28.2384,21.610599999999998,19.38,22.8724,15.6375,19.32,23.8107,0.5418,0.8643000000000001,1.67,0.08320000000000001,20.4054,0.7686,0.1296,1.38,17.7225,22.4784,23.750999999999998,22.206799999999998,19.4832,1.9538999999999997,6.366600000000001,8.4553,5.1525,18.001,12.9654,14.136999999999999,14.6784,11.4072,17.2919,10.7616,6.6203,12.1968
Industrial-Organizational Psychologists,25.447400000000002,10.481300000000001,17.811999999999998,0.5842,9.072,18.788,26.208000000000002,18.414,26.725999999999996,25.037999999999997,17.508399999999998,23.98,19.3228,13.9528,26.160000000000004,0.756,0.552,0.62,0.04,16.507199999999997,0.04,0.04,0.21600000000000003,16.4124,24.5322,27.4216,21.1292,27.283199999999997,6.1468,14.517999999999999,16.592,4.5696,16.488,17.4832,23.3792,17.568,24.105600000000003,30.939999999999998,10.95,20.7018,9.687999999999999
Clinical and Counseling Psychologists,23.9258,16.564799999999998,18.235999999999997,0.504,6.5536,22.9761,21.59,11.2098,17.52,24.645,20.4204,18.2286,13.4248,7.258799999999999,13.6828,1.3083,0.37740000000000007,0.3872,0.472,10.0828,0.07,0.0909,0.5116999999999999,18.0994,16.524,15.3636,10.786399999999999,25.5486,27.601200000000002,6.604499999999999,17.078100000000003,12.2682,6.9402,7.452999999999999,13.857399999999998,7.365600000000001,15.6191,19.3952,9.9176,2.6969,2.898
School Psychologists,16.942200000000003,13.612,13.904,1.6478000000000002,2.1352,3.4476,8.899799999999999,7.9523,15.64,16.3158,11.414399999999999,14.064700000000002,7.0755,8.1928,17.9786,0.16949999999999998,0.5206999999999999,0.5952,0.5658,7.386799999999999,0.28,0.1456,0.28,10.427200000000001,16.168,21.2605,15.515999999999998,22.165100000000002,13.676400000000001,2.628,11.13,3.5844,9.3925,11.515,10.888399999999999,7.59,10.4794,12.979199999999999,10.674999999999999,1.8025,2.5476
Sociologists,31.525,13.000499999999999,22.2,3.6075,14.554999999999998,18.192,29.168999999999997,11.100000000000001,30.177,22.712500000000002,25.0125,26.325,17.155,14.669999999999998,22.6,1.6500000000000001,0.9375,1.885,0.42,18.354000000000003,0.10500000000000001,0.0,0.5625,20.8575,28.597500000000004,20.935,21.45,20.28,6.815,5.5912999999999995,10.823000000000002,12.750999999999998,15.409999999999998,9.832500000000001,24.08,12.0475,14.7875,14.017999999999999,11.0625,7.244999999999999,8.2875
Urban and Regional Planners,24.8704,12.5248,15.897600000000002,1.44,13.014399999999998,13.1472,22.3972,22.910400000000003,24.192,27.048,20.832,23.544000000000004,27.119999999999997,18.4512,25.33,1.2671999999999999,1.1264,0.35840000000000005,1.7920000000000003,14.688,2.048,0.041600000000000005,0.1728,12.767999999999999,19.8592,24.550400000000003,27.415999999999997,25.1664,4.748800000000001,11.430399999999999,24.4224,21.0304,20.7264,18.765,11.0112,14.96,12.936000000000002,17.2304,11.2112,12.432,13.3488
Anthropologists and Archeologists,26.290399999999998,15.493799999999998,24.977999999999998,5.0844,12.2672,16.5858,27.06,13.76,27.166000000000004,21.072599999999998,20.2,22.8336,15.841,15.949300000000003,21.4971,11.9685,12.272000000000002,3.9006,3.9312000000000005,16.632,3.6481,2.1584,2.3124,22.77,24.86,21.072599999999998,19.8777,20.9676,5.508100000000001,5.2056000000000004,9.662400000000002,11.6572,14.3225,11.8829,18.8544,12.5768,12.48,13.584999999999999,12.7652,7.519800000000001,10.028400000000001
Geographers,25.142500000000002,11.16,17.9725,3.3249999999999997,12.2,13.4,26.325,12.512500000000001,25.5564,18.96,20.8,23.799999999999997,15.1008,11.895,19.8144,5.2875000000000005,4.2025,4.0,1.6983000000000001,17.5175,4.4075,1.0499999999999998,2.52,19.27,21.419999999999998,21.68,15.903,18.0,4.620000000000001,3.7049999999999996,9.315000000000001,14.574000000000002,11.7,8.525500000000001,16.5308,7.75,10.5,12.285,8.256,4.714999999999999,6.4399999999999995
Historians,22.411199999999997,9.177000000000001,21.42,3.4718999999999998,7.343200000000001,14.0822,19.8968,7.889899999999999,16.8912,18.7089,21.005599999999998,18.169999999999998,13.4266,11.232000000000001,17.3046,6.5607999999999995,7.5905000000000005,2.3048,0.798,13.8902,1.302,1.1059999999999999,2.2692,19.5696,20.865299999999998,16.7808,19.226599999999998,20.3212,3.7022000000000004,5.725,6.646400000000001,20.3984,10.185,7.2092,9.7008,5.2181999999999995,10.3968,12.025,11.2607,4.9725,10.7156
Political Scientists,29.8896,16.447200000000002,26.577599999999997,1.3024,14.691,21.8968,28.841999999999995,13.4045,30.624,18.817999999999998,23.434200000000004,29.218700000000005,14.635800000000001,12.96,21.021,0.2645,0.8763,1.4016,0.40249999999999997,15.204,0.08320000000000001,0.21849999999999997,0.8122,18.085599999999996,25.151600000000002,22.3304,21.021,16.5088,6.063000000000001,4.4096,8.95,8.075,10.294799999999999,7.5184,26.208000000000002,10.678399999999998,15.205599999999999,16.504199999999997,10.708799999999998,6.5095,6.4911
Transportation Planners,26.3625,13.695,18.169999999999998,3.23,17.02,12.48,23.49,17.5175,25.99,22.299500000000002,20.25,22.525,21.995,13.692,22.317500000000003,1.7825,2.175,0.8450000000000001,1.4849999999999999,18.69,3.5874999999999995,0.5082,0.625,16.465,22.4025,21.674999999999997,23.924999999999997,23.085,6.0,14.52,18.795,13.6,16.9725,17.0625,13.2,15.575000000000001,15.708499999999999,19.95,12.4425,13.824000000000002,12.865000000000002
Agricultural Technicians,20.6498,19.765800000000002,19.3764,14.024799999999999,13.711400000000001,13.960100000000002,21.753600000000002,13.756,14.363999999999999,16.7739,15.8122,20.291,11.458,14.094,17.6148,15.628500000000003,15.5956,14.688799999999999,9.8696,11.995199999999999,4.494299999999999,10.95,8.1378,18.099200000000003,13.651,18.485100000000003,11.8769,13.488999999999999,6.8326,2.5116,6.1256,5.772999999999999,11.543199999999999,5.8292,14.4824,9.0288,11.0467,11.5739,9.145000000000001,3.9758,11.62
Precision Agriculture Technicians,18.49,13.864600000000001,13.6374,10.7359,10.7359,10.8731,14.5376,12.868500000000001,18.3232,17.253,14.0868,20.2,11.6382,12.3904,13.6956,12.9096,12.5369,11.4437,15.9919,18.871799999999997,8.8683,9.339,10.290000000000001,14.2884,13.9795,16.8345,17.5428,17.091800000000003,9.4866,15.2205,10.4751,11.0313,9.480500000000001,9.922099999999999,13.4244,9.5937,12.3948,15.847899999999997,8.5762,4.723399999999999,8.329600000000001
Food Science Technicians,12.5048,16.435200000000002,16.6448,12.7804,6.536700000000001,10.56,9.297600000000001,12.5914,12.804300000000001,13.6675,7.4712000000000005,14.2234,4.718999999999999,5.522399999999999,14.4612,5.727600000000001,6.886,8.497499999999999,1.5792,12.322399999999998,1.4220000000000002,3.3074999999999997,5.5447999999999995,15.8496,7.2345,17.677799999999998,5.4978,11.2607,9.7474,4.646,9.3011,4.0492,12.922,8.949,16.641,10.3122,13.9104,7.533799999999999,9.5157,4.7402999999999995,10.927200000000001
Biological Technicians,18.6874,18.0072,24.276699999999998,11.628,13.098,3.5621,25.816,9.3832,21.400800000000004,18.2054,12.887599999999999,20.488,10.016,10.827499999999999,17.67,7.7672,19.504,8.902999999999999,2.14,14.924,1.2642,2.79,6.2275,18.414,9.8042,15.5618,6.2475,11.9427,2.4435000000000002,0.4046,3.5457,6.3945,6.4452,3.9618,10.052,3.2230999999999996,3.5144,4.6842,4.486299999999999,0.8417999999999999,5.9750000000000005
Chemical Technicians,15.468599999999999,19.052000000000003,15.247,18.0198,9.975200000000001,13.801,21.346899999999998,15.5448,15.44,19.3858,9.405,16.680400000000002,9.0457,8.305,18.4756,10.777999999999999,18.2728,13.6097,5.510400000000001,14.904,8.9337,5.6619,10.4006,19.396800000000002,8.146899999999999,18.924,5.746,9.9034,6.032,2.3571999999999997,3.7687,1.9803000000000002,10.3025,6.3726,11.524000000000001,4.0544,6.0416,9.2414,7.093199999999999,3.0,7.190999999999999
"Environmental Science and Protection Technicians, Including Health",16.96,14.731499999999999,15.089,14.2332,8.3226,8.299999999999999,16.8912,16.5645,14.68,14.0,9.1887,17.9922,9.0948,17.0226,17.544800000000002,12.2748,10.6743,9.381,8.8704,12.243,4.6652000000000005,5.684,5.0576,18.5274,12.2419,17.9725,14.646099999999999,18.612,4.6866,6.3248,12.6005,12.699399999999999,12.1204,10.323,11.712200000000001,8.065199999999999,12.2,12.474499999999999,11.004999999999999,5.9514000000000005,7.5600000000000005
"Geological Technicians, Except Hydrologic Technicians",14.0492,14.230799999999999,13.895999999999999,10.4832,11.2892,9.971,17.1158,8.951799999999999,14.8058,10.164,10.1324,16.5499,6.8886,8.064,14.6652,9.6685,12.0258,13.467600000000001,6.8244,13.951799999999999,4.356,8.856,8.7472,16.6492,9.7308,15.130500000000001,8.1176,12.87,3.5136,3.552,3.9004,3.1395,7.0602,4.4932,6.528,4.101299999999999,7.223999999999999,6.550000000000001,6.8352,1.5759,7.5718000000000005
Nuclear Technicians,17.3808,25.9652,23.2132,27.3564,11.1864,9.536,18.1116,17.587,15.010299999999999,16.4822,8.2655,22.896000000000004,6.863499999999999,9.056000000000001,13.529,14.4956,14.568400000000002,22.722,8.6548,10.881,4.158,9.734399999999999,7.2192,23.820399999999996,9.204,21.07,6.6000000000000005,10.6096,4.4712,1.1745,4.884000000000001,2.2876000000000003,9.78,6.8500000000000005,14.9285,5.9472,10.3887,6.5415,9.6075,2.046,4.1006
